name,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31
CITRIX SYSTEMS INC,-0.056877000000000004,0.112873,-0.021654,-0.022706,-0.004928,0.022759,0.029747,0.02105,0.069674,0.056238,-0.029380000000000003,0.019767999999999997,-0.035861000000000004,-0.00754,-0.009749,-0.017773,0.075371,0.060766999999999995,0.004222,0.05409099999999999,-0.008193,0.008696,0.10894399999999999,0.026334,-0.007385,0.048932,0.036828,-0.025083,-0.078176,0.063433,-0.056528999999999996
"CITY OFFICE REIT, INC.",0.102804,0.062789,-0.044248,-0.017747,0.005106,-0.003185,0.051917,-0.026196,0.034948,-0.067536,0.052263000000000004,-0.020717,0.03336,0.019291,0.006293999999999999,0.07662200000000001,-0.035948,0.015337,-0.017372000000000002,-0.084166,-0.140411,0.151394,0.004758,0.089631,0.034677,0.012081,0.012549,-0.022463,-0.10816200000000001,-0.00726,-0.063071
"CIVISTA BANCSHARES, INC.",0.127367,0.054962,0.046512000000000005,-0.015278,0.043724,0.289009,0.022632,0.05764300000000001,0.07027800000000001,0.010487999999999999,-0.016697,-0.093419,0.059898,-0.01772,-0.011736,0.10539300000000001,0.013429,0.003988,-0.029126,0.009091,0.018075,0.014646999999999999,0.006562,0.056234,0.000413,0.023927,-0.034371,0.008794,-0.034869,-0.07987899999999999,-0.182543
"CKX LANDS, INC.",-0.038983,0.0070550000000000005,-0.042907,0.006395,-0.009082,-0.025991,0.040812999999999995,-0.004525,0.05,0.038961,-0.021983000000000003,0.026772999999999998,-0.037656999999999996,0.028730000000000002,-0.099777,-0.0046949999999999995,0.04717,-0.054054000000000005,-0.030476,0.00942,0.010909,-0.0036580000000000002,0.0019320000000000001,0.024390000000000002,0.022038000000000002,0.0012670000000000001,-0.022801000000000002,-0.038095,0.072277,-0.038780999999999996,-0.009606
"CLOVIS ONCOLOGY, INC.",-0.18478899999999998,0.040816,0.734594,0.45539,-0.193343,0.178473,0.29617699999999997,0.45880200000000004,-0.10787000000000001,0.101367,-0.09078099999999999,-0.10761799999999999,0.812427,-0.094201,-0.103054,0.08321300000000001,-0.08531599999999999,-0.16584800000000002,0.081597,-0.110294,-0.040165,-0.090753,-0.178409,0.082527,-0.031729,-0.029249999999999998,-0.190077,-0.178462,-0.604018,0.479794,0.043579
CNB FINANCIAL CORP/PA,-0.002801,0.036517,0.101084,0.050124,-0.076087,0.19821000000000003,0.149613,-0.122663,0.03133,-0.0058260000000000004,0.0,-0.11532,0.143062,0.099708,-0.07719999999999999,0.130795,0.052343,-0.0036520000000000003,-0.078652,0.026296,0.0042699999999999995,0.082217,-0.025095,0.077398,-0.010859,0.031603,-0.000322,-0.063899,-0.11295899999999999,0.048047000000000006,-0.13916
CNX RESOURCES CORP,0.047526,0.20447500000000002,-0.058823999999999994,0.052632000000000005,-0.117188,0.21415900000000002,-0.11418900000000001,-0.070762,-0.080874,0.077714,-0.09535199999999999,-0.044137,0.029634999999999998,0.121821,-0.131862,0.16426100000000002,-0.047816,0.031076000000000003,0.048746,-0.042379,0.147038,-0.039826,-0.036941,0.087483,0.100248,-0.08436400000000001,-0.020884999999999997,-0.102258,0.093641,-0.11565500000000001,-0.17485499999999998
"COLLEGIUM PHARMACEUTICAL, INC",-0.29126799999999997,0.023628999999999997,-0.313273,1.312125,-0.222741,0.106212,-0.059783,0.080283,-0.21165299999999998,-0.24132699999999999,-0.024851,-0.16207999999999997,0.521898,-0.043164999999999995,-0.161236,0.044821,-0.015253000000000001,0.6708620000000001,0.069525,0.291441,0.006292,0.065027,-0.074364,-0.043552,0.054377,-0.19203399999999998,-0.11260999999999999,-0.138012,0.088874,0.195639,-0.10526300000000001
COLONY BANKCORP INC,-0.015528,0.045216000000000006,-0.014085,0.009184,0.015672,0.12493800000000001,0.16814199999999999,0.049242,-0.009025,0.010949,-0.025271,0.005556,0.01107,0.025547,-0.051601,0.033835000000000004,-0.018182,0.037037,0.044642999999999995,-0.017123,-0.015456000000000001,0.206806,-0.038235,-0.015290999999999999,0.052794999999999995,-0.020710000000000003,0.09063399999999999,-0.011111,-0.063483,0.031889,-0.14868800000000001
"COLONY NORTHSTAR, INC.",-0.140284,0.158306,0.038807999999999995,0.008662999999999999,0.042787,0.078906,0.006826,0.09194100000000001,0.05459800000000001,-0.104223,0.012393000000000001,0.08110200000000001,0.016277,0.039035,-0.10450799999999999,-0.021358000000000002,-0.022292999999999997,-0.007329,-0.041838,-0.212971,-0.13363,-0.263496,0.087189,-0.036007,0.078098,-0.012821,-0.00487,0.011418999999999999,-0.036125,0.049404,-0.22240300000000002
COLUMBIA BANKING SYSTEM INC,-0.079094,0.080542,0.10257300000000001,-0.009685000000000001,0.009169,0.217747,0.122049,-0.11011599999999999,0.008803,-0.022562000000000002,0.013337000000000002,-0.0653,0.085535,-0.00025100000000000003,-0.061496,0.132903,0.038471000000000005,0.059527000000000004,-0.057701,-0.008287,-0.025070000000000002,0.004069,-0.041478,0.063914,-0.0381,0.000733,0.038602,-0.08236700000000001,-0.043331999999999996,0.107576,-0.107915
"COLUMBIA PROPERTY TRUST, INC.",0.037827,0.135514,-0.017284,-0.050466,-0.058508,0.013283,0.025640999999999997,0.030093,0.046742,-0.036379,0.011236,-0.031111,0.036111,-0.028149999999999998,-0.025287,0.036667,0.01424,0.040308000000000004,0.007905,-0.046187,-0.039287,-0.017763,0.043988,0.044944,0.026673,0.020696,0.047455,-0.018272,-0.050338,-0.034744000000000004,-0.098742
COMMERCE BANCSHARES INC /MO/,-0.016452,-0.012735000000000002,0.071685,-0.023579,0.011368,0.159685,0.054735,-0.022141,0.044047,-0.044646,-0.021546,-0.025842,0.06585099999999999,0.021292,-0.05255,0.054646,0.006751,0.026066,-0.013776,0.047815,-0.012646999999999999,0.041111,0.060257,0.016688,0.005652000000000001,0.032298,0.063772,-0.067619,-0.036656,0.044119,-0.10552199999999999
COMMUNITY BANKERS TRUST CORP,-0.003846,0.005792,0.046064999999999995,-0.005761,0.042705,0.106195,0.16,0.034483,0.06,0.006289,-0.00625,0.031446999999999996,0.006098,0.042423999999999996,-0.023256000000000002,0.09523799999999999,-0.059783,0.0057799999999999995,-0.063218,0.012270000000000001,0.0060609999999999995,0.084337,-0.033333,0.12069,-0.082051,0.061453,-0.04736799999999999,-0.027624,-0.031818,-0.029342999999999998,-0.126965
COMMUNITY FINANCIAL CORP /MD/,0.018868,0.020777,0.011111,0.013407,0.023639,0.21404299999999998,0.01647,0.021383,0.09349600000000001,0.11524200000000001,0.002778,-0.027778,0.1,-0.033506,-0.056858000000000006,0.010570999999999999,0.026576,-0.009666000000000001,0.06804199999999999,-0.035509,0.011401,-0.0010739999999999999,-0.029017,0.02081,-0.038869,-0.013857,-0.042278,0.0039040000000000004,-0.095124,-0.000995,-0.029216000000000002
COMMUNITY HEALTHCARE TRUST INC,0.132905,0.087512,0.015768,-0.045712,0.020985,-0.009607,0.057392000000000006,-0.063396,0.12088499999999999,0.004624,0.03431,0.014967999999999999,0.036032,-0.008597,0.062377,0.01506,0.017433,0.008203,0.030813999999999998,-0.051957,-0.10144500000000001,0.093458,-0.009324,0.101961,0.07833899999999999,0.004352,0.04775,-0.001611,-0.040671,0.074865,-0.085923
COMMUNITY TRUST BANCORP INC /KY/,-0.030764999999999997,0.0034620000000000002,0.059804,0.015464,-0.01509,0.155951,0.181538,-0.06753999999999999,-0.007568,0.0037040000000000003,-0.017485999999999998,-0.076752,0.061928000000000004,-0.012571,-0.015045999999999999,0.100588,0.03871,0.030021,-0.046632999999999994,0.004246,-0.08033799999999999,0.04666699999999999,0.061947,0.063542,-0.015083,-0.022523,0.011777,-0.054452999999999994,-0.018123,0.015381,-0.13503600000000002
COMMUNITY WEST BANCSHARES /,-0.018667,0.025815,0.096026,0.0060680000000000005,-0.016888,0.20061299999999999,-0.052431,0.07156799999999999,0.064141,-0.028571,-0.009804,0.008911,-0.004926,0.0049499999999999995,0.008867,0.019608,0.004808,-0.000957,0.024038,0.130986,-0.041926,-0.013043,0.002643,0.006151,0.035088,0.021185999999999997,0.033195,-0.032258,-0.08,-0.026268,-0.062617
COMMVAULT SYSTEMS INC,-0.046157000000000004,0.197962,-0.003865,0.03085,0.006964000000000001,0.009346,-0.048147999999999996,-0.044747,-0.001018,0.035678,-0.006889999999999999,0.11248799999999999,0.005790999999999999,0.054916,0.025189,-0.004095,-0.14391400000000001,0.035543,-0.025974,0.01619,-0.024367,0.09894299999999999,0.222902,-0.022873,-0.036576,-0.014427,0.07319,0.005024999999999999,-0.16828600000000002,0.012367,0.002545
"CONCERT PHARMACEUTICALS, INC.",-0.156273,0.023152,-0.154047,0.040123,-0.2364,0.17098400000000002,0.138274,-0.13994199999999998,0.050846999999999996,0.834409,-0.069754,-0.20857,0.110669,0.034409,0.054747000000000004,-0.03088,0.155932,0.323167,0.14672000000000002,-0.223811,0.089641,0.04661800000000001,-0.20305700000000002,0.119452,-0.17621099999999998,-0.049911000000000004,-0.013758999999999999,-0.058973000000000005,0.005391,-0.039544,-0.124215
CONCHO RESOURCES INC,-0.01706,0.041335,0.040258,0.06308,-0.075792,0.126674,-0.072857,0.051584000000000005,-0.050129,-0.031031,-0.01309,0.000947,-0.04141,0.071834,-0.148088,0.186987,0.018904,0.042098000000000003,0.074074,0.048063,-0.042175000000000004,-0.003117,0.045766,-0.126582,0.007574,0.05421,-0.05965,0.113744,-0.089427,-0.06290899999999999,-0.21137
"CONDOR HOSPITALITY TRUST, INC.",-0.218274,0.33766199999999996,-0.107317,0.054645,-0.09578900000000001,0.0026190000000000002,0.201567,-0.058685,0.109375,-0.220296,0.009434,-0.059813,0.083002,-0.004673,-0.01784,0.017686,-0.030621999999999996,-0.072063,0.079255,0.029146000000000002,-0.004883,0.000491,-0.024,0.042008000000000004,0.04179,0.014422999999999998,-0.009479,0.041627,-0.004677,-0.08364699999999999,-0.273333
"CONNECTONE BANCORP, INC.",-0.00947,0.082537,0.052039999999999996,0.015177000000000001,0.02021,0.280654,0.104255,-0.045279,0.016194,-0.033865,-0.08144299999999999,-0.018018,0.034404,0.001109,0.013333,0.078947,0.094512,0.011172999999999999,-0.051565,0.13495100000000002,-0.012007,0.0,-0.08072900000000001,-0.005682,-0.051429,-0.0010040000000000001,-0.006048,-0.036511,-0.124,-0.028461,-0.08292
CONTANGO OIL & GAS CO,0.131238,-0.245915,0.046586999999999996,0.057971,-0.233855,0.263091,-0.055612,-0.132762,-0.083951,-0.013477,-0.021858,-0.139665,0.077922,-0.096386,-0.235,0.095861,-0.206759,-0.38847099999999996,0.9303279999999999,-0.129512,-0.292683,0.22413799999999998,0.050704,0.206434,0.262222,-0.012324,0.217469,-0.095168,-0.182848,-0.19802,-0.197531
"CONTINENTAL RESOURCES, INC",0.07632,-0.026949,0.08876300000000001,0.08340299999999999,-0.058699,0.186056,-0.111532,-0.057819,-0.069193,0.004867,-0.06627,-0.11341699999999999,-0.14016,0.034024,0.014657,0.138267,0.05439,0.16261399999999998,0.11916299999999999,0.048329000000000004,-0.144426,0.240791,0.120611,0.019376,-0.038313,-0.013743,0.032566000000000005,0.03533,-0.228471,-0.132118,-0.12095399999999999
CONTRAFECT CORP,-0.052459,-0.16954999999999998,-0.05416699999999999,0.092511,-0.07258099999999999,0.017391,-0.252137,0.028571,0.194444,-0.162791,-0.027778,-0.314286,0.20833300000000002,-0.103448,-0.19230799999999998,0.057143,-0.072072,-0.058252,0.041237,0.33663400000000004,0.25185199999999996,-0.038342999999999995,-0.070884,0.284768,0.139175,-0.09954800000000001,0.105528,-0.059091,-0.004830999999999999,0.140777,-0.34893599999999997
"CONTRAVIR PHARMACEUTICALS, INC.",0.195402,-0.028845999999999997,0.138614,-0.069565,0.8878499999999999,-0.019802,-0.39393900000000004,0.18333300000000002,-0.0070420000000000005,0.255319,-0.525424,-0.267857,-0.056910999999999996,0.033965999999999996,-0.207437,0.094046,-0.040385,-0.013026,-0.269036,-0.169444,-0.16388000000000003,-0.06,0.06383,-0.11000199999999999,-0.269663,-0.45330800000000004,0.041227,-0.241892,-0.108734,0.036000000000000004,-0.455598
"CORBUS PHARMACEUTICALS HOLDINGS, INC.",-0.08282199999999999,-0.073579,0.47653399999999996,0.660147,-0.175258,0.357143,0.11184200000000001,-0.207101,0.276119,-0.035088,-0.127273,-0.13888899999999998,0.016129,-0.055556,0.302521,-0.077419,-0.006993,0.084507,-0.077922,0.056338,-0.013333,-0.175676,-0.02459,0.042017,-0.185484,0.0,0.158416,0.29059799999999997,-0.117881,0.036036,-0.15362299999999998
CORCEPT THERAPEUTICS INC,-0.08235300000000001,0.062271,-0.08103400000000001,0.219512,0.067692,0.208934,-0.134684,-0.020661,0.264416,0.219132,-0.129562,0.185535,0.043324,0.05678,0.336808,0.157768,0.020207000000000003,-0.088878,0.0066890000000000005,0.27436299999999997,-0.339996,0.082949,0.013982000000000001,0.109113,-0.15027,-0.164758,0.14394500000000002,-0.066578,-0.16191199999999997,0.185532,-0.040919
"CORECIVIC, INC.",0.058333,-0.084809,-0.502964,-0.095417,0.041817,0.571626,0.09555300000000001,0.187244,0.160468,-0.055193000000000006,0.09643499999999999,-0.165457,-0.026087,0.004351,-0.032491,0.014552,-0.07882,-0.046634,-0.025095999999999997,0.031556,-0.10426500000000001,-0.040404,0.032787000000000004,0.06746,0.130112,0.073252,0.00975,-0.043646000000000004,-0.07686,-0.022707,-0.168109
"CORENERGY INFRASTRUCTURE TRUST, INC.",0.199584,0.019757,0.025493000000000002,-0.003059,-0.07671299999999999,0.23633700000000002,0.065689,0.029243,0.015042,-0.053516,0.079929,-0.015077,-0.04519599999999999,0.060137,-0.062623,0.083359,0.020651000000000003,0.008869,0.071529,0.0034029999999999998,-0.04461299999999999,0.046557,0.026638000000000002,-0.041515,0.038961,0.011436,0.003944,0.004007,-0.038584,0.02408,-0.087448
CORESITE REALTY CORP,0.17626899999999998,-0.069455,-0.054646999999999994,-0.044219,-0.004052,-0.04353100000000001,0.136679,0.085171,0.045744999999999994,0.00866,0.08661899999999999,0.075933,-0.008074,0.048777999999999995,0.093756,-0.05018500000000001,-0.010277000000000001,0.02465,0.012337,-0.04899,-0.13358599999999998,0.078743,0.0383,0.019789,0.053598,0.01155,0.038983,-0.036919,-0.15548,0.038355,-0.09367900000000001
CORMEDIX INC.,-0.29682,-0.251256,0.322148,0.279188,-0.170635,-0.191388,-0.094675,0.084967,0.253012,-0.21634599999999998,-0.607301,-0.382909,0.08455700000000001,-0.130952,0.32957299999999995,0.050505,0.060191999999999996,0.070016,-0.149008,-0.071514,-0.377816,-0.375172,0.316225,-0.035639,0.032609,1.526316,0.033333,0.562419,0.114896,0.222222,-0.022727
CORNERSTONE ONDEMAND INC,-0.048738000000000004,0.134787,0.016902,0.04622,-0.101197,-0.130508,0.178223,-0.038289,0.026542,-0.068949,0.010027999999999999,-0.04888,-0.043094,0.127552,-0.132225,0.16094899999999998,-0.055404999999999996,-0.036236000000000004,-0.04436,0.16416599999999998,-0.0031609999999999997,-0.046098,0.128356,0.12123300000000001,-0.041430999999999996,0.041535,0.144939,0.0033589999999999996,-0.132159,0.10903600000000001,-0.076712
CORPORATE OFFICE PROPERTIES TRUST,0.104144,0.013189,-0.048064,0.0036820000000000004,-0.058554,0.072312,0.100454,0.019218,0.071339,-0.020974,-0.010875999999999999,0.030238,0.046694000000000006,-0.049672,0.002103,-0.007644,-0.027414,-0.04979599999999999,-0.02851,-0.065068,-0.08571400000000001,0.045873,0.065041,0.014177,0.048925,0.025870999999999998,0.03497,-0.02193,-0.133758,-0.053019,-0.129342
"CORVUS PHARMACEUTICALS, INC.",0.014946999999999998,-0.07783999999999999,0.038023,0.20512799999999998,-0.18844999999999998,0.155805,-0.07323400000000001,-0.012587,0.018414,0.444367,-0.521907,0.023162,0.190945,0.010744,0.322159,-0.014224,-0.148055,-0.174521,-0.07582499999999999,-0.18725899999999998,-0.027315999999999997,0.40781399999999995,-0.167389,0.43020800000000003,-0.200291,-0.10109299999999999,0.11043599999999999,-0.21715299999999998,-0.11538500000000002,-0.212121,-0.38628799999999996
"COUNTY BANCORP, INC.",-0.056164,0.009699,0.011047,-0.047143,-0.015491999999999999,0.148731,0.19442,0.012236,-0.012454,0.08011900000000001,-0.055403,-0.097996,-0.028271,0.04125,0.19968,0.004336,0.08685499999999999,-0.024495,-0.06402999999999999,-0.032258,-0.071528,0.094989,-0.035947,-0.020952000000000002,0.0,-0.038544999999999996,-0.055219,0.007606000000000001,-0.170717,0.028105,-0.185047
COUSINS PROPERTIES INC,-0.031657000000000005,0.023077,0.043232999999999994,-0.052632000000000005,0.016642999999999998,0.018018,0.075853,0.005875,0.005881999999999999,-0.025731,0.026602,0.008245,0.033879,0.045506000000000005,0.017410000000000002,0.005348,-0.034261,-0.005543,0.037904,-0.027027000000000002,-0.07333300000000001,0.040767,0.031682,0.059618000000000004,0.028662,-0.031476000000000004,0.003219,-0.049198000000000006,-0.05793,0.016847,-0.065089
CROWN CASTLE INTERNATIONAL CORP,0.126693,-0.04338,-0.023292,0.0034289999999999998,-0.034179,-0.08275600000000001,0.051042,0.012216,0.064898,0.019994,0.001588,0.07452399999999999,-0.005116000000000001,0.003993,0.07814700000000001,-0.06925500000000001,0.071014,0.055286,-0.008319,0.015854,-0.024030999999999997,0.005452,-0.079737,0.032517,0.045319000000000005,0.027917,0.028873000000000003,-0.01447,-0.023264,0.056649000000000005,-0.044778000000000005
CTI BIOPHARMA CORP,-0.237326,-0.014705999999999999,0.173134,-0.047583,0.024846,0.093587,-0.028367,0.16535799999999998,-0.113684,-0.002375,-0.002381,-0.02864,-0.186732,0.036254,-0.052478,-0.018462,-0.043887,-0.098361,-0.025455000000000002,0.067164,0.40559399999999995,-0.029851000000000003,-0.005128000000000001,0.108247,0.15814,-0.554217,-0.153153,0.14893599999999999,-0.203704,-0.023256000000000002,-0.563333
CUBESMART,-0.023555000000000003,-0.037889,-0.073376,-0.002179,-0.043654,-0.054469000000000004,0.096957,-0.061263,0.08436099999999999,-0.037431,-0.023883,-0.014996,-0.026042,0.02579,-0.00040599999999999995,0.064097,0.048536,0.048494,0.023826,-0.048064,-0.026153,0.06303600000000001,0.043972,0.036004999999999995,0.06623,-0.057728,0.0062580000000000005,-0.056301,0.015773,0.074534,-0.06840099999999999
CUMBERLAND PHARMACEUTICALS INC,-0.010989,0.077778,-0.051546,0.08913,-0.051896000000000005,0.158105,-0.000182,0.12,-0.08279199999999999,0.22831900000000002,-0.159942,0.184391,0.013758,-0.04,0.043155,0.0071330000000000005,0.056657,-0.020107,0.006840000000000001,-0.074728,-0.0279,0.009063,-0.028443,-0.046224999999999995,-0.009693,-0.004894,0.009836000000000001,-0.073052,-0.054291,0.161111,-0.038278
"CUSTOMERS BANCORP, INC.",-0.06545200000000001,0.024274,0.038849999999999996,-0.059088,0.075914,0.126709,0.174426,-0.037968,-0.0037719999999999997,-0.08156100000000001,-0.019029,-0.096347,0.011807000000000002,0.055515999999999996,-0.055945999999999996,0.157559,-0.16186399999999998,-0.008778000000000001,-0.040959,0.1793,-0.042741,-0.006475999999999999,-0.011321000000000001,0.051699999999999996,-0.063675,-0.102537,-0.030232000000000002,-0.04736799999999999,-0.129197,-0.047828,-0.067145
CVB FINANCIAL CORP,-0.066097,0.010982,0.08145899999999999,-0.010118,-0.04031799999999999,0.23778300000000002,0.10399599999999999,-0.011775,0.053682,-0.069895,-0.019466,-0.05756700000000001,0.10492599999999999,-0.033437,-0.038997000000000004,0.167633,-0.007034,0.030594999999999997,-0.041887,-0.000849,-0.017094,-0.015652,-0.015459,0.046952999999999995,-0.033204,0.07314899999999999,0.005435,-0.071933,-0.014785,0.063616,-0.129518
"CYCLACEL PHARMACEUTICALS, INC.",0.153917,0.001992,0.127237,0.058201,-0.343333,0.0,0.34264000000000006,-0.102079,-0.286316,0.08554600000000001,0.467391,-0.22036999999999998,-0.104513,-0.557029,0.005988,0.08928599999999999,-0.079235,0.089021,-0.051771000000000005,-0.040229999999999995,-0.083832,-0.117647,0.07940699999999999,-0.025528,0.0,0.112676,-0.031646,-0.104575,-0.051094999999999995,-0.31923100000000004,-0.316384
"CYMABAY THERAPEUTICS, INC.",-0.286885,0.08620699999999999,0.275132,-0.195021,-0.22680399999999998,0.333333,-0.135,0.075145,0.8978489999999999,0.21813,-0.15814,0.353591,0.17550999999999997,0.234375,-0.122363,0.291667,0.14516099999999998,-0.061755000000000004,0.062355999999999995,0.295652,0.249161,-0.127602,-0.104696,0.115219,0.034695000000000004,-0.16617,0.218052,-0.187087,-0.047834,-0.153555,-0.118701
CYRUSONE INC.,0.13648300000000002,-0.015092000000000001,-0.072601,-0.056845,-0.062224,-0.043264,0.056935,0.076682,0.056894,0.019450000000000002,0.061589,0.029649000000000002,-0.0016,0.07103100000000001,0.055602,-0.058385,0.041744,-0.010262,-0.013330999999999999,-0.030909,-0.13503199999999999,0.035471,0.046475,0.033402,0.062116,0.061001,0.081395,-0.046296,-0.16041,0.053541,-0.04885900000000001
CYTOKINETICS INC,0.164417,0.17176,0.08543200000000001,-0.239437,0.056645,0.23711300000000002,0.0125,-0.139918,0.014354,0.212264,0.276265,-0.17378,-0.10701100000000001,0.161157,0.05694,-0.023569,-0.058621,-0.369963,-0.052326,0.128834,-0.157609,-0.070968,0.152778,0.084337,-0.077778,-0.114458,0.07483,0.246835,-0.32081200000000004,0.17488800000000002,-0.195929
"CYTOMX THERAPEUTICS, INC.",-0.05416699999999999,-0.015174,0.166004,0.336743,-0.28125,-0.011535,-0.013465,0.057325,0.075731,0.38159999999999994,-0.09033,-0.103119,0.100071,-0.12967700000000001,0.280949,0.051505,0.100715,0.035,0.019806999999999998,0.26717199999999997,0.110654,-0.042409999999999996,-0.075571,-0.023954,-0.10946600000000001,0.152231,-0.146166,-0.177412,-0.229189,-0.032258,0.094203
DATAWATCH CORP,0.057252,0.039710999999999996,0.206597,0.066187,0.032389,-0.215686,-0.08333299999999999,0.463636,-0.055901,0.10526300000000001,0.077381,-0.082873,0.12048199999999999,0.22043,-0.092511,0.121359,0.08657999999999999,-0.266932,0.032609,0.205263,-0.18340599999999999,-0.074866,0.063584,0.059783,-0.025640999999999997,0.289474,0.040816,-0.08627499999999999,-0.199142,0.403001,0.0007639999999999999
DDR CORP,0.065078,0.08820299999999999,-0.042047,-0.068218,-0.122777,-0.004578,0.015769,-0.005894,-0.047431,-0.12033200000000001,-0.137271,-0.20629,0.07925399999999999,0.123484,-0.050049,-0.034091,-0.162664,-0.005215,0.19921399999999997,-0.09375,-0.039409,-0.035897,-0.010914,0.047586,0.20342300000000002,-0.064246,0.021168,-0.028592,-0.07169500000000001,0.000805,-0.094051
DENBURY RESOURCES INC,-0.10473800000000001,-0.19220099999999998,0.062069,0.048701,-0.260062,0.5815899999999999,-0.026455000000000003,-0.08967399999999999,-0.19104500000000002,-0.04797,-0.139535,-0.310811,0.0,-0.045751999999999994,-0.273973,0.26415099999999997,-0.08209,0.42276400000000003,0.262857,0.09954800000000001,-0.098765,0.251142,0.20073,0.291793,0.13176500000000002,-0.06237,0.235033,0.11310600000000001,-0.443548,-0.344928,-0.24336300000000002
DEPOMED INC,-0.039647999999999996,-0.033129,0.06958400000000001,0.23065100000000002,-0.10452199999999999,-0.14579599999999998,-0.056545,0.003885,-0.093975,-0.234289,-0.044622,-0.125938,0.024809,-0.040037,-0.410281,-0.047697,-0.164076,0.41735500000000003,0.173469,-0.086957,-0.065306,-0.040757,-0.047041000000000006,-0.009554,0.072347,0.32833599999999996,-0.27991,-0.07837,-0.17431999999999997,0.026777000000000002,-0.275827
"DERMIRA, INC.",-0.07844999999999999,0.14734999999999998,-0.075089,0.089562,-0.073034,0.020096,-0.051595,-0.029344000000000002,0.144361,0.012466999999999999,-0.001466,-0.19495,0.062728,-0.055251,-0.143117,0.144553,-0.008519,-0.043705999999999995,0.086328,0.02553,-0.098527,-0.689226,0.140175,-0.04720100000000001,0.059908,0.058696,-0.022587000000000003,0.144958,0.151376,-0.07490000000000001,-0.380706
DEVON ENERGY CORP/DE,0.006096000000000001,0.055999999999999994,0.13192299999999998,0.019386,-0.141011,0.275534,-0.053797,-0.002847,-0.047869999999999996,-0.036439,-0.053452,-0.139529,-0.057386999999999994,0.041914,-0.05734,0.171019,0.005175999999999999,0.044173,0.076045,-0.000725,-0.258642,0.038474,0.142812,0.144233,0.059418,0.023885,-0.046212,-0.067785,-0.188783,-0.16574100000000003,-0.16315200000000002
"DIAMONDBACK ENERGY, INC.",0.002859,-0.037496,0.084976,0.013543000000000001,-0.054382,0.1814,-0.062958,0.040669000000000004,-0.040981,0.028307000000000002,-0.037362,-0.070913,-0.042583,0.079608,-0.053087,0.078973,0.093916,0.020063,0.154972,-0.005940999999999999,-0.006853000000000001,0.015083,0.015255000000000001,-0.058895,0.08951599999999998,0.002888,-0.081432,0.116535,-0.168873,-0.016509,-0.16017399999999998
DIAMONDROCK HOSPITALITY CO,0.024049,0.087486,0.078411,-0.128895,0.005495,0.157377,0.10056699999999999,-0.02255,-0.035491999999999996,0.037259,-0.012556000000000001,0.007266,-0.001353,0.06666699999999999,-0.059074999999999996,0.0077339999999999996,-0.008218999999999999,0.030387,0.020107,0.04163,-0.12585000000000002,0.027724000000000002,0.058429,0.152036,-0.02553,-0.029316,0.003356,-0.013796,-0.104542,0.008612,-0.13852
DICERNA PHARMACEUTICALS INC,-0.193548,0.07,-0.018692,0.8666670000000001,-0.471088,-0.041801000000000005,-0.033557000000000003,-0.135417,0.156627,0.180556,-0.020588000000000002,-0.069069,0.022581000000000004,0.18611999999999998,-0.071809,0.647564,-0.062609,0.573284,0.064858,0.062016,0.33055300000000004,-0.250784,0.27719699999999997,0.16584800000000002,-0.13944499999999999,0.028571,0.257937,-0.037224,-0.137615,0.132979,-0.283032
"DIGITAL REALTY TRUST, INC.",0.151074,-0.041562999999999996,-0.051407,-0.011000000000000001,-0.037994,-0.011774,0.073757,0.095359,0.003438,-0.006296,0.079425,0.029171,-0.036467,0.02116,0.02601,0.007774,0.0009299999999999999,-0.014691000000000001,-0.016024,-0.01712,-0.101027,0.057134,0.002942,0.016936,0.047544,0.08818799999999999,0.023555000000000003,-0.08682000000000001,-0.08196999999999999,0.11408099999999999,-0.06502100000000001
"DORCHESTER MINERALS, L.P.",0.110085,0.053258,-0.0026790000000000004,0.034923,-0.019972,0.121212,0.054054000000000005,0.002363,-0.051872999999999996,0.045593,0.006202999999999999,-0.038235,-0.11620799999999999,0.056953,-0.033445,0.041521999999999996,-0.010987,0.020548,0.020134,0.071508,-0.015723,0.028754,0.150214,0.12430899999999999,0.012284999999999999,-0.08071500000000001,0.012228000000000001,0.09530200000000001,-0.08603899999999999,-0.091507,-0.11700799999999999
DOUGLAS EMMETT INC,0.054588,0.070946,-0.012618,-0.018903,-0.003549,0.0052049999999999996,0.002726,0.035011,0.066068,-0.04239,-0.01901,0.007698,0.012645,0.0013089999999999998,0.018296,0.01771,0.009386,0.013068999999999999,0.024808,-0.058208,-0.075511,0.035245,0.013874,0.032734,0.050403,-0.03335,0.005664,-0.027906,-0.040561999999999994,0.020171,-0.06852699999999999
